image,question,answer
image1394,Does this image show hemorrhagic tissue in region of lesion several slides on this case?,yes
image1394,Is endocrine present?,yes
image1394,Is malignant lymphoma present?,no
image1394,Is pituitary present?,yes
image1394,What is present?,pituitary
image1395,Is muscle atrophy present?,no
image1395,What is present ?,endocrine
image1395,What is present?,endocrine
image1395,Does hemorrhage associated with placental abruption show hashimoto 's thyroiditis?,no
image1395,Does this image show hashimoto 's thyroiditis?,yes
image1395,Is endocrine present?,yes
image1396,What is present ?,endocrine
image1396,"Does atrophy show thyroid, hashimoto 's?",no
image1396,What is present?,endocrine
image1396,Is endocrine present?,yes
image1396,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image1396,"Does this image show thyroid, hashimoto 's?",yes
image1396,What does this image show?,thyroid
image1397,What is present?,endocrine
image1397,What does this image show?,pituitary
image1397,"Does this image show pituitary, chromaphobe adenoma?",yes
image1397,"Does aorta show pituitary, chromaphobe adenoma?",no
image1397,Is endocrine present?,yes
image1397,Is artery present?,no
image1397,What is present ?,endocrine
image1398,What is present ?,endocrine
image1398,Is endocrine present?,yes
image1398,What is present?,endocrine
image1398,"Does case of peritonitis slide show thyroid, hashimoto 's?",no
image1398,"Does this image show thyroid, hashimoto 's?",yes
image1398,What does this image show?,thyroid
image1398,Is pus in test tube present?,no
image1399,What is present ?,endocrine
image1399,Is endocrine present?,yes
image1399,What is present?,endocrine
image1399,Does photo show hashimoto 's thyroiditis?,no
image1399,Does this image show hashimoto 's thyroiditis?,yes
image1399,Is lymphangiomatosis present?,no
image1400,Is hematoma present?,no
image1400,Does this image show cells of adenoma?,yes
image1400,Does abdomen show cells of adenoma?,no
image1400,What is present?,endocrine
image1400,Is endocrine present?,yes
image1400,Is hemorrhage associated with placental abruption present?,no
image1400,What is present?,pituitary
image1400,Is pituitary present?,yes
image1400,Is fat necrosis present?,no
image1400,What is present ?,pituitary
image1400,Is eosinophilic adenoma present?,yes
image1400,What is present ?,endocrine
image1401,Is malignant lymphoma present?,no
image1401,Is malignant adenoma present?,yes
image1401,Is nodule present?,no
image1401,What is present ?,pituitary
image1401,Is pituitary present?,yes
image1401,What is present?,pituitary
image1401,Is aldehyde fuscin present?,no
image1401,What is present ?,endocrine
image1401,Is endocrine present?,yes
image1401,What is present?,endocrine
image1401,Does hemorrhage newborn show carotid artery near sella with tumor cells in soft tissue?,no
image1401,Does this image show carotid artery near sella with tumor cells in soft tissue?,yes
image1402,Is pituitary present?,yes
image1402,Does yo show well shown infarct?,no
image1402,What is present?,endocrine
image1402,Is endocrine present?,no
image1402,Is cachexia present?,no
image1402,What is present?,pituitary
image1402,Does this image show well shown infarct?,yes
image1402,What is present ?,endocrine
image1402,What is present ?,pituitary
image1402,Is endocrine present?,yes
image1403,Is endocrine present?,yes
image1403,What is present ?,endocrine
image1403,Is hemorrhage in newborn present?,no
image1403,What is present?,endocrine
image1403,"Does an opened peritoneal cavity cause by fibrous band strangulation show parathyroid, adenoma, functional?",no
image1403,"Does this image show parathyroid, adenoma, functional?",yes
image1403,What does this image show?,parathyroid
image1404,What is present ?,endocrine
image1404,Is endocrine present?,yes
image1404,"Does this image show thyroid, hashimoto 's?",yes
image1404,"Does typical tuberculous exudate show thyroid, hashimoto 's?",no
image1404,What is present?,endocrine
image1404,What does this image show?,thyroid
image1404,Is myocardial infarct present?,no
image1405,What is present ?,endocrine
image1405,Does this image show hashimoto 's thyroiditis?,yes
image1405,Does typical tuberculous exudate show hashimoto 's thyroiditis?,no
image1405,What is present?,endocrine
image1405,Is endocrine present?,yes
image1405,Is fixed tissue present?,no
image1406,Is pus in test tube present?,no
image1406,What is present ?,endocrine
image1406,"Does this image show thyroid, normal?",yes
image1406,Is endocrine present?,yes
image1406,What does this image show?,thyroid
image1406,"Does vessel show thyroid, normal?",no
image1406,What is present?,endocrine
image1407,What does this image show?,thyroid
image1407,What is present ?,endocrine
image1407,Is hemorrhage in newborn present?,no
image1407,Is endocrine present?,yes
image1407,What is present?,endocrine
image1407,"Does amyloidosis show thyroid, normal?",no
image1407,"Does this image show thyroid, normal?",yes
image1408,Is endocrine present?,yes
image1408,Is polycystic disease present?,no
image1408,What is present ?,endocrine
image1408,What does this image show?,parathyroid
image1408,"Does this image show parathyroid, adenoma, functional?",yes
image1408,What is present?,endocrine
image1408,"Does metastatic carcinoma show parathyroid, adenoma, functional?",no
image1409,What is present?,endocrine
image1409,Does nipple duplication show immunostain for growth hormone stain is positive?,no
image1409,What is present ?,endocrine
image1409,Is acid present?,no
image1409,Is eosinophilic adenoma present?,yes
image1409,Is omentum present?,no
image1409,Is pituitary present?,yes
image1409,What is present?,pituitary
image1409,How do immunostain for growth hormone stain is  ?,positive
image1409,What is present ?,pituitary
image1409,Is endocrine present?,yes
image1409,Do immunostain for growth hormone stain is positive?,yes
image1409,Do peritoneal fluid stain is positive?,no
image1409,Does this image show immunostain for growth hormone stain is positive?,yes
image1409,Is history present?,no
image1410,What is present ?,Thecoma
image1410,Is lesion present?,no
image1410,Is Thecoma present?,yes
image1410,Is female reproductive present?,yes
image1410,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no
image1410,What is present?,Thecoma
image1411,What is present ?,uterus
image1411,Is spina bifida present?,no
image1411,Is intrauterine contraceptive device present?,yes
image1411,Is uterus present?,yes
image1411,What is present?,uterus
image1411,Does this image show excellent plastic coil with deep red endometrium and degenerating mural myoma?,yes
image1411,Does chest and abdomen slide show excellent plastic coil with deep red endometrium and degenerating mural myoma?,no
image1411,Is macerated stillborn present?,no
image1411,Is female reproductive present?,yes
image1411,Is acute lymphocytic leukemia present?,no
image1412,Is uterus present?,yes
image1412,How is fixed tissue cut surface of  myoma ?,typical
image1412,What is present ?,uterus
image1412,Is leg present?,no
image1412,Is leiomyoma present?,yes
image1412,What is present?,leiomyoma
image1412,Is cranial artery present?,no
image1412,What is present?,uterus
image1412,Is cm cut surface of typical myoma?,no
image1412,Does mesothelioma show fixed tissue cut surface of typical myoma?,no
image1412,Does this image show fixed tissue cut surface of typical myoma?,yes
image1412,What is present ?,leiomyoma
image1412,Is female reproductive present?,yes
image1412,Is fixed tissue cut surface of typical myoma?,yes
image1412,Is conjoined twins present?,no
image1413,Does this image show dermoid cyst?,yes
image1413,Does photo show dermoid cyst?,no
image1414,How is this a  example one pedunculated myoma?,good
image1414,What is present ?,leiomyoma
image1414,What is a good example one pedunculated myoma ?,this
image1414,Is hand present?,no
image1414,What is present?,leiomyoma
image1414,Is anomalous origin present?,no
image1414,Is female reproductive present?,yes
image1414,Does this image show unopened uterus tubes and ovaries?,yes
image1414,Does all the fat necrosis show unopened uterus tubes and ovaries?,no
image1414,What is a good example one pedunculated myoma?,this
image1414,Is this a good example one pedunculated myoma?,yes
image1414,Is angiogram a good example one pedunculated myoma?,no
image1414,Is leiomyoma present?,yes
image1415,Is female reproductive present?,yes
image1415,Does this image show excellent example with opened uterus and cervix and vagina?,yes
image1415,Does typical tuberculous exudate show excellent example with opened uterus and cervix and vagina?,no
image1415,Is endocervical polyp present?,yes
image1415,Is lesion in dome of uterus present?,no
image1415,Is lymphangiomatosis generalized present?,no
image1416,Is anencephaly present?,no
image1416,Is hemorrhagic corpus luteum present?,yes
image1416,Is pulmonary osteoarthropathy present?,no
image1416,What is present?,ovary
image1416,What is a corpus luteum from photo?,this
image1416,Does omentum show close-up external view of hemorrhagic mass?,no
image1416,Is papillary adenoma present?,no
image1416,Is female reproductive present?,yes
image1416,Is this myoma a corpus luteum from photo?,no
image1416,Is this a corpus luteum from photo?,yes
image1416,Does this image show close-up external view of hemorrhagic mass?,yes
image1416,What is a corpus luteum from photo ?,this
image1416,Is ovary present?,yes
image1416,What is present ?,ovary
image1417,What is present ?,uterus
image1417,What is present ?,leiomyoma
image1417,Is band constriction in skin above ankle of infant present?,no
image1417,Is leiomyoma present?,yes
image1417,What is present?,leiomyoma
image1417,Is uterus present?,yes
image1417,Is simian crease present?,no
image1417,Does that show fixed tissue saggital section of organ with cross sectioned myoma?,no
image1417,Is female reproductive present?,yes
image1417,Is dysplastic present?,no
image1417,What is present?,uterus
image1417,Does this image show fixed tissue saggital section of organ with cross sectioned myoma?,yes
image1418,Does this image show fixed tissue frontal section single fundus duplicated endocervix and exocervix?,yes
image1418,Is uterus present?,yes
image1418,What is present ?,uterus
image1418,Is cervix duplication present?,yes
image1418,What is present?,uterus
image1418,Is female reproductive present?,yes
image1419,What is present?,uterus
image1419,Does hematoma show sutured cesarean section incision?,no
image1419,Is female reproductive present?,yes
image1419,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
